invoice,customer_id,order_date,country,revenue,items,products
489584,18037.0,2009-12-01 13:48:00,United Kingdom,21.95,1,1
489585,15662.0,2009-12-01 13:49:00,United Kingdom,105.85,67,4
489586,15380.0,2009-12-01 13:50:00,United Kingdom,263.42,98,6
489590,13110.0,2009-12-01 14:14:00,United Kingdom,362.78000000000003,87,27
489593,12836.0,2009-12-01 14:19:00,United Kingdom,407.97,93,29
489594,15005.0,2009-12-01 14:19:00,United Kingdom,319.38,180,46
489598,16620.0,2009-12-01 14:35:00,United Kingdom,822.37,575,50
489599,12758.0,2009-12-01 14:40:00,Portugal,2454.68,1403,79
489606,17961.0,2009-12-01 14:48:00,United Kingdom,2.1,1,1
489611,15601.0,2009-12-01 14:53:00,United Kingdom,2.95,1,1
489613,13585.0,2009-12-01 14:56:00,United Kingdom,12.75,1,1
489617,13442.0,2009-12-01 14:59:00,United Kingdom,198.0,42,16
489634,13381.0,2009-12-01 15:19:00,United Kingdom,17.4,12,1
489635,16763.0,2009-12-01 15:26:00,United Kingdom,352.85,173,21
489637,17243.0,2009-12-01 15:36:00,United Kingdom,535.9,157,20
489639,14865.0,2009-12-01 16:05:00,United Kingdom,31.200000000000003,48,1
489640,17345.0,2009-12-01 16:17:00,United Kingdom,329.90999999999997,600,26
489641,13819.0,2009-12-01 16:18:00,United Kingdom,622.1,462,30
489644,15808.0,2009-12-01 16:30:00,United Kingdom,857.5400000000001,297,24
489645,17191.0,2009-12-01 16:34:00,United Kingdom,261.74,97,32
489650,13748.0,2009-12-01 16:44:00,United Kingdom,173.1,90,7
489652,15265.0,2009-12-01 17:08:00,United Kingdom,294.14,146,17
489654,15750.0,2009-12-01 17:19:00,United Kingdom,222.12,115,30
489656,17428.0,2009-12-01 17:28:00,United Kingdom,1237.3000000000002,401,22
489657,17428.0,2009-12-01 17:28:00,United Kingdom,55.2,32,3
489658,15485.0,2009-12-01 17:31:00,United Kingdom,828.09,249,21
489661,17246.0,2009-12-01 17:45:00,United Kingdom,23.48,34,4
489662,15485.0,2009-12-01 17:50:00,United Kingdom,73.75,25,1
489664,14061.0,2009-12-01 18:03:00,United Kingdom,374.43,57,11
489665,14108.0,2009-12-01 18:07:00,United Kingdom,252.3,118,10
489666,13648.0,2009-12-01 18:13:00,United Kingdom,263.09000000000003,203,15
489667,16563.0,2009-12-01 18:35:00,United Kingdom,538.46,221,10
489668,16701.0,2009-12-01 19:19:00,United Kingdom,378.12,198,8
489669,12842.0,2009-12-02 08:15:00,United Kingdom,397.20000000000005,168,3
489670,14302.0,2009-12-02 08:16:00,United Kingdom,114.60000000000001,28,2
489671,14135.0,2009-12-02 08:58:00,United Kingdom,740.3,966,8
489672,14831.0,2009-12-02 09:21:00,United Kingdom,772.65,421,32
489673,14831.0,2009-12-02 09:23:00,United Kingdom,61.1,34,4
489674,15602.0,2009-12-02 09:35:00,United Kingdom,261.3,266,17
489675,13777.0,2009-12-02 09:47:00,United Kingdom,4939.22,1930,22
489676,13777.0,2009-12-02 09:49:00,United Kingdom,1210.8,840,5
489677,14000.0,2009-12-02 09:50:00,United Kingdom,192.0,48,2
489678,16823.0,2009-12-02 09:57:00,United Kingdom,189.3,113,20
489679,16163.0,2009-12-02 10:00:00,United Kingdom,795.98,280,42
489680,17193.0,2009-12-02 10:02:00,United Kingdom,45.0,36,1
489681,17998.0,2009-12-02 10:02:00,United Kingdom,89.59,183,11
489682,15759.0,2009-12-02 10:08:00,United Kingdom,125.73,303,4
489683,16131.0,2009-12-02 10:09:00,United Kingdom,1317.97,721,46
489684,14560.0,2009-12-02 10:15:00,United Kingdom,266.59999999999997,116,9
489687,17087.0,2009-12-02 10:41:00,United Kingdom,221.53,113,12
489688,14894.0,2009-12-02 10:42:00,United Kingdom,299.70000000000005,54,3
489695,16202.0,2009-12-02 10:48:00,United Kingdom,306.95,121,15
489699,16700.0,2009-12-02 10:51:00,United Kingdom,401.7,238,25
489702,17511.0,2009-12-02 10:52:00,United Kingdom,3108.64,2020,30
489705,16700.0,2009-12-02 10:52:00,United Kingdom,17.0,4,1
489723,14299.0,2009-12-02 10:58:00,United Kingdom,2052.12,1339,26
489725,17949.0,2009-12-02 11:07:00,United Kingdom,216.0,300,1
489726,17949.0,2009-12-02 11:07:00,United Kingdom,750.0,200,1
489727,17949.0,2009-12-02 11:09:00,United Kingdom,900.0,450,1
489728,14799.0,2009-12-02 11:18:00,United Kingdom,180.45000000000002,349,10
489733,15311.0,2009-12-02 11:20:00,United Kingdom,168.0,48,2
489743,16550.0,2009-12-02 11:24:00,United Kingdom,538.77,320,33
489748,12980.0,2009-12-02 11:26:00,United Kingdom,754.2,84,3
489764,14425.0,2009-12-02 11:31:00,United Kingdom,223.1,82,14
489765,15353.0,2009-12-02 11:33:00,United Kingdom,271.74,88,38
489766,17818.0,2009-12-02 11:34:00,United Kingdom,124.78,86,42
489780,13654.0,2009-12-02 11:43:00,United Kingdom,159.98000000000002,90,8
489782,17189.0,2009-12-02 11:45:00,United Kingdom,228.36,147,21
489783,13269.0,2009-12-02 11:47:00,United Kingdom,162.04,152,7
489784,13269.0,2009-12-02 11:48:00,United Kingdom,40.8,48,4
489785,14653.0,2009-12-02 11:51:00,United Kingdom,333.09000000000003,248,19
489786,17019.0,2009-12-02 11:52:00,United Kingdom,212.66,197,39
489787,15542.0,2009-12-02 11:53:00,United Kingdom,293.19,116,63
489788,13564.0,2009-12-02 11:55:00,United Kingdom,119.16,38,17
489789,15833.0,2009-12-02 11:59:00,United Kingdom,80.4,24,5
489790,16467.0,2009-12-02 11:59:00,United Kingdom,131.12,88,2
489791,15542.0,2009-12-02 12:06:00,United Kingdom,216.59,87,62
489792,14527.0,2009-12-02 12:06:00,United Kingdom,923.79,165,58
489793,17476.0,2009-12-02 12:09:00,United Kingdom,260.36,124,16
489794,15287.0,2009-12-02 12:13:00,United Kingdom,58.2,55,4
489795,14440.0,2009-12-02 12:13:00,United Kingdom,935.01,287,13
489796,15680.0,2009-12-02 12:15:00,United Kingdom,311.5,268,19
489797,15581.0,2009-12-02 12:19:00,United Kingdom,196.88,141,25
489798,13740.0,2009-12-02 12:22:00,United Kingdom,296.69,93,19
489800,17768.0,2009-12-02 12:26:00,United Kingdom,382.57,502,31
489801,12948.0,2009-12-02 12:28:00,United Kingdom,128.48,144,6
489802,15581.0,2009-12-02 12:32:00,United Kingdom,174.52,156,44
489804,14667.0,2009-12-02 12:38:00,United Kingdom,251.17,185,15
489805,17377.0,2009-12-02 12:39:00,United Kingdom,454.35,227,46
489807,15581.0,2009-12-02 12:43:00,United Kingdom,180.13,241,27
489808,14467.0,2009-12-02 12:44:00,United Kingdom,109.84,82,17
489809,13457.0,2009-12-02 12:46:00,United Kingdom,112.5,68,6
489810,18108.0,2009-12-02 12:47:00,United Kingdom,493.25,165,26
489811,16210.0,2009-12-02 12:54:00,United Kingdom,634.29,515,9
489812,17377.0,2009-12-02 13:00:00,United Kingdom,597.6899999999999,85,25
489814,14669.0,2009-12-02 13:06:00,United Kingdom,811.53,503,84
489815,17909.0,2009-12-02 13:10:00,United Kingdom,110.05,35,8
489816,16086.0,2009-12-02 13:20:00,United Kingdom,284.55,258,27
489817,16711.0,2009-12-02 13:22:00,United Kingdom,340.2,132,3
489818,16233.0,2009-12-02 13:23:00,United Kingdom,294.3,102,14
489819,14739.0,2009-12-02 13:23:00,United Kingdom,618.4300000000001,465,13
489822,14204.0,2009-12-02 13:26:00,United Kingdom,371.27000000000004,103,54
489823,17606.0,2009-12-02 13:32:00,United Kingdom,87.30000000000001,42,6
489824,16797.0,2009-12-02 13:33:00,United Kingdom,176.88,127,44
489825,16126.0,2009-12-02 13:34:00,United Kingdom,174.1,94,10
489826,17867.0,2009-12-02 13:39:00,United Kingdom,85.95,17,10
489827,17412.0,2009-12-02 13:51:00,United Kingdom,445.7,382,23
489829,16525.0,2009-12-02 13:53:00,United Kingdom,472.47,237,8
489830,13623.0,2009-12-02 13:57:00,United Kingdom,628.14,240,62
489831,12435.0,2009-12-02 13:58:00,Denmark,1008.0,480,1
489832,14549.0,2009-12-02 14:06:00,United Kingdom,313.27,121,54
489833,14980.0,2009-12-02 14:09:00,United Kingdom,150.68,79,24
489834,14106.0,2009-12-02 14:09:00,United Kingdom,214.8,24,1
489835,15061.0,2009-12-02 14:15:00,United Kingdom,714.0,280,2
489837,14396.0,2009-12-02 14:21:00,United Kingdom,507.47,268,43
489840,14122.0,2009-12-02 14:22:00,United Kingdom,89.69999999999999,6,1
489855,16987.0,2009-12-02 14:34:00,United Kingdom,157.91,56,28
489862,17809.0,2009-12-02 14:52:00,United Kingdom,734.7,150,4
489863,15917.0,2009-12-02 14:55:00,United Kingdom,66.82,21,18
489864,14987.0,2009-12-02 14:56:00,United Kingdom,206.85,79,3
489865,14080.0,2009-12-02 15:01:00,United Kingdom,234.87,53,18
489866,16200.0,2009-12-02 15:04:00,United Kingdom,987.73,577,109
489868,15794.0,2009-12-02 15:10:00,United Kingdom,675.0,248,14
489869,16200.0,2009-12-02 15:15:00,United Kingdom,39.980000000000004,27,17
489870,15523.0,2009-12-02 15:16:00,United Kingdom,162.1,118,3
489871,15523.0,2009-12-02 15:17:00,United Kingdom,735.7,274,5
489872,15615.0,2009-12-02 15:28:00,United Kingdom,632.9,320,22
489873,15615.0,2009-12-02 15:29:00,United Kingdom,10.2,12,1
489874,18001.0,2009-12-02 15:38:00,United Kingdom,176.6,144,12
489875,17841.0,2009-12-02 15:41:00,United Kingdom,525.71,217,92
489876,15917.0,2009-12-02 15:44:00,United Kingdom,39.85,22,18
489877,13089.0,2009-12-02 15:44:00,United Kingdom,368.1,162,4
489878,15989.0,2009-12-02 15:51:00,United Kingdom,140.16,55,36
489879,17660.0,2009-12-02 16:02:00,United Kingdom,163.47,138,42
489880,13313.0,2009-12-02 16:18:00,United Kingdom,380.28,552,22
489883,12437.0,2009-12-02 16:24:00,France,578.28,263,27
489884,13313.0,2009-12-02 16:24:00,United Kingdom,3.61,19,1
489888,14841.0,2009-12-02 16:49:00,United Kingdom,597.4,660,26
489889,14646.0,2009-12-02 16:52:00,Netherlands,4734.24,3200,20
489890,14646.0,2009-12-02 16:53:00,Netherlands,976.8,592,3
489891,15482.0,2009-12-02 16:59:00,United Kingdom,181.08,144,6
489893,16156.0,2009-12-02 17:06:00,United Kingdom,300.1,98,9
489894,17716.0,2009-12-02 17:18:00,United Kingdom,520.2,396,27
489895,12779.0,2009-12-03 07:25:00,Poland,371.82,266,22
489896,13611.0,2009-12-03 07:57:00,United Kingdom,337.93,227,20
489897,15255.0,2009-12-03 09:10:00,United Kingdom,260.44,176,13
489900,14771.0,2009-12-03 09:44:00,United Kingdom,287.37,253,19
489902,14838.0,2009-12-03 09:52:00,United Kingdom,119.10000000000001,18,4
489904,13979.0,2009-12-03 10:02:00,United Kingdom,203.78,150,13
489905,13800.0,2009-12-03 10:03:00,United Kingdom,478.7,242,19
489906,14483.0,2009-12-03 10:16:00,United Kingdom,120.0,96,4
489907,14915.0,2009-12-03 10:17:00,United Kingdom,202.06,104,11
489908,16301.0,2009-12-03 10:20:00,United Kingdom,107.33,41,6
489909,13753.0,2009-12-03 10:20:00,United Kingdom,642.2,428,16
489910,15482.0,2009-12-03 10:23:00,United Kingdom,144.0,288,1
489912,13931.0,2009-12-03 10:26:00,United Kingdom,1146.1000000000001,578,58
489913,13931.0,2009-12-03 10:28:00,United Kingdom,69.6,16,3
489914,12921.0,2009-12-03 10:28:00,United Kingdom,993.0,508,29
489915,17035.0,2009-12-03 10:37:00,United Kingdom,54.6,36,2
489916,15194.0,2009-12-03 10:37:00,United Kingdom,336.0,212,9
489932,14347.0,2009-12-03 10:49:00,United Kingdom,82.60000000000001,48,6
489935,12934.0,2009-12-03 10:51:00,United Kingdom,181.65,31,2
489994,15291.0,2009-12-03 11:09:00,United Kingdom,430.9,142,4
489996,17209.0,2009-12-03 11:10:00,United Kingdom,320.40000000000003,514,5
489998,15658.0,2009-12-03 11:19:00,United Kingdom,321.65000000000003,93,17
489999,17314.0,2009-12-03 11:25:00,United Kingdom,154.2,72,7
490000,17155.0,2009-12-03 11:34:00,United Kingdom,143.06,89,12
490001,15965.0,2009-12-03 11:45:00,United Kingdom,169.5,94,2
490002,17322.0,2009-12-03 11:46:00,United Kingdom,114.55,115,28
490003,16159.0,2009-12-03 11:51:00,United Kingdom,317.55,163,12
490004,14051.0,2009-12-03 11:53:00,United Kingdom,912.5600000000001,224,9
490005,13993.0,2009-12-03 11:57:00,United Kingdom,556.75,203,25
490006,17411.0,2009-12-03 12:02:00,United Kingdom,344.40000000000003,150,19
490008,15768.0,2009-12-03 12:10:00,United Kingdom,502.28,256,63
490009,12835.0,2009-12-03 12:13:00,United Kingdom,285.09,100,29
490010,15061.0,2009-12-03 12:15:00,United Kingdom,1008.0,480,1
490011,16918.0,2009-12-03 12:27:00,United Kingdom,221.69,138,43
490012,15179.0,2009-12-03 12:27:00,United Kingdom,763.35,339,27
490013,17069.0,2009-12-03 12:27:00,United Kingdom,500.55,395,33
490014,15466.0,2009-12-03 12:28:00,United Kingdom,740.46,406,91
490017,14159.0,2009-12-03 12:31:00,United Kingdom,393.65,267,97
490018,17940.0,2009-12-03 12:31:00,United Kingdom,4380.0,17520,4
490019,17581.0,2009-12-03 12:34:00,United Kingdom,308.6,116,15
490020,17581.0,2009-12-03 12:36:00,United Kingdom,37.8,14,3
490021,17581.0,2009-12-03 12:36:00,United Kingdom,10.2,12,1
490022,17581.0,2009-12-03 12:37:00,United Kingdom,45.60000000000001,24,3
490023,16168.0,2009-12-03 12:38:00,United Kingdom,189.15,49,4
490024,14606.0,2009-12-03 12:40:00,United Kingdom,215.0,121,48
490034,17287.0,2009-12-03 12:45:00,United Kingdom,69.82,30,11
490045,17287.0,2009-12-03 12:50:00,United Kingdom,180.39,109,22
490046,13416.0,2009-12-03 13:02:00,United Kingdom,228.3,66,7
490047,17913.0,2009-12-03 13:02:00,United Kingdom,263.85,131,27
490048,16779.0,2009-12-03 13:03:00,United Kingdom,1146.71,681,34
490049,15794.0,2009-12-03 13:04:00,United Kingdom,102.0,40,1
490050,17913.0,2009-12-03 13:05:00,United Kingdom,13.5,2,1
490052,13895.0,2009-12-03 13:09:00,United Kingdom,831.0,408,42
490053,14057.0,2009-12-03 13:17:00,United Kingdom,119.53999999999999,101,17
490054,17017.0,2009-12-03 13:22:00,United Kingdom,277.5,186,7
490056,13208.0,2009-12-03 13:25:00,United Kingdom,61.12,56,16
490057,17465.0,2009-12-03 13:25:00,United Kingdom,360.52000000000004,184,20
490058,17465.0,2009-12-03 13:26:00,United Kingdom,47.85,27,2
490059,18102.0,2009-12-03 13:30:00,United Kingdom,14475.0,4825,9
490060,13468.0,2009-12-03 13:32:00,United Kingdom,314.22,148,17
490061,18102.0,2009-12-03 13:42:00,United Kingdom,4000.0,2000,4
490062,13485.0,2009-12-03 13:46:00,United Kingdom,165.3,86,8
490063,17271.0,2009-12-03 13:49:00,United Kingdom,204.3,113,46
490064,16139.0,2009-12-03 13:51:00,United Kingdom,355.59000000000003,215,19
490065,15061.0,2009-12-03 13:58:00,United Kingdom,1260.0,600,1
490066,15953.0,2009-12-03 14:00:00,United Kingdom,372.20000000000005,212,7
490067,15856.0,2009-12-03 14:02:00,United Kingdom,952.61,412,24
490068,13085.0,2009-12-03 14:06:00,United Kingdom,284.3,90,9
490069,13085.0,2009-12-03 14:07:00,United Kingdom,161.4,60,5
490070,14967.0,2009-12-03 14:07:00,United Kingdom,236.25,68,5
490071,16497.0,2009-12-03 14:11:00,United Kingdom,294.85,111,19
490072,17764.0,2009-12-03 14:28:00,United Kingdom,187.15,69,29
490073,14905.0,2009-12-03 14:36:00,United Kingdom,258.1,172,13
490075,18229.0,2009-12-03 14:42:00,United Kingdom,381.0,84,4
490077,17293.0,2009-12-03 15:09:00,United Kingdom,115.50999999999999,65,6
490078,17853.0,2009-12-03 15:09:00,United Kingdom,584.35,159,28
490079,15550.0,2009-12-03 15:15:00,United Kingdom,160.35,85,10
490080,13531.0,2009-12-03 15:20:00,United Kingdom,311.7,126,15
490081,13786.0,2009-12-03 15:32:00,United Kingdom,723.09,323,20
490082,14952.0,2009-12-03 15:34:00,United Kingdom,337.9,262,7
490083,14031.0,2009-12-03 15:35:00,United Kingdom,2506.14,1132,61
490085,12937.0,2009-12-03 15:43:00,United Kingdom,170.06,108,15
490086,17949.0,2009-12-03 15:48:00,United Kingdom,799.2,432,1
490087,15601.0,2009-12-03 15:49:00,United Kingdom,898.1800000000001,668,51
490088,15581.0,2009-12-03 15:50:00,United Kingdom,17.0,2,2
490089,17949.0,2009-12-03 15:52:00,United Kingdom,466.2000000000001,252,1
490090,15581.0,2009-12-03 15:53:00,United Kingdom,41.18,23,15
490091,17949.0,2009-12-03 15:54:00,United Kingdom,636.0,600,1
490092,16612.0,2009-12-03 15:54:00,United Kingdom,510.87,297,23
490093,12949.0,2009-12-03 15:56:00,United Kingdom,1794.7,896,64
490094,17949.0,2009-12-03 15:56:00,United Kingdom,851.76,504,1
490095,14958.0,2009-12-03 16:02:00,United Kingdom,186.36,54,12
490097,17329.0,2009-12-03 16:09:00,United Kingdom,273.52,144,35
490099,16736.0,2009-12-03 16:12:00,United Kingdom,1225.98,526,74
490100,13001.0,2009-12-03 16:21:00,United Kingdom,869.9300000000001,403,83
490101,14644.0,2009-12-03 16:24:00,United Kingdom,338.5,150,11
490106,14898.0,2009-12-03 16:40:00,United Kingdom,314.37,275,20
490107,14662.0,2009-12-03 16:47:00,United Kingdom,110.69999999999999,30,8
490108,17414.0,2009-12-03 16:49:00,United Kingdom,239.68,444,5
490109,14755.0,2009-12-03 16:51:00,United Kingdom,415.0,204,20
490110,14755.0,2009-12-03 16:52:00,United Kingdom,30.15,13,2
490111,17576.0,2009-12-03 16:54:00,United Kingdom,319.96000000000004,220,29
490112,13037.0,2009-12-03 17:04:00,United Kingdom,313.19,161,20
490113,14710.0,2009-12-03 17:12:00,United Kingdom,39.2,16,11
490114,18168.0,2009-12-03 17:29:00,United Kingdom,257.62,160,21
490115,17679.0,2009-12-03 17:32:00,United Kingdom,342.6,316,12
490116,17679.0,2009-12-03 17:33:00,United Kingdom,122.4,48,4
490118,17851.0,2009-12-03 17:46:00,United Kingdom,317.04,151,46
490119,12931.0,2009-12-03 17:48:00,United Kingdom,108.75,75,1
490121,14750.0,2009-12-03 17:57:00,United Kingdom,112.03,65,32
490124,16791.0,2009-12-03 18:08:00,United Kingdom,304.92,106,43
490125,16558.0,2009-12-03 18:11:00,United Kingdom,297.05,109,9
490127,14156.0,2009-12-03 18:13:00,EIRE,569.1800000000001,203,33
490128,15884.0,2009-12-03 18:23:00,United Kingdom,236.70000000000002,150,13
490132,17343.0,2009-12-03 18:30:00,United Kingdom,197.3,89,12
490134,17372.0,2009-12-03 18:41:00,United Kingdom,151.65,59,25
490135,16003.0,2009-12-03 18:51:00,United Kingdom,387.87,127,18
490136,17432.0,2009-12-03 19:13:00,United Kingdom,159.95,69,39
490137,14713.0,2009-12-03 19:22:00,United Kingdom,160.69,104,21
490138,16722.0,2009-12-03 19:23:00,United Kingdom,339.78,198,14
490139,12577.0,2009-12-03 19:31:00,France,210.55,79,13
490140,12872.0,2009-12-03 20:03:00,United Kingdom,407.22,227,42
490141,15755.0,2009-12-04 08:24:00,United Kingdom,308.75,158,18
490142,14258.0,2009-12-04 08:36:00,United Kingdom,1261.0,356,14
490143,14286.0,2009-12-04 08:40:00,United Kingdom,1610.52,1687,76
490144,13154.0,2009-12-04 08:46:00,United Kingdom,337.1,152,18
490145,14564.0,2009-12-04 09:27:00,Channel Islands,989.1800000000001,439,39
490147,13408.0,2009-12-04 09:31:00,United Kingdom,510.64,472,8
490151,16645.0,2009-12-04 09:49:00,United Kingdom,160.39,117,14
490152,12714.0,2009-12-04 10:00:00,France,682.65,238,29
490154,16335.0,2009-12-04 10:18:00,United Kingdom,288.79,110,46
490156,13093.0,2009-12-04 10:32:00,United Kingdom,455.36,262,6
490157,16736.0,2009-12-04 10:39:00,United Kingdom,138.0,40,1
490158,12759.0,2009-12-04 10:47:00,Netherlands,508.26,281,22
490159,13666.0,2009-12-04 10:48:00,United Kingdom,19.5,2,2
490160,13777.0,2009-12-04 10:52:00,United Kingdom,244.8,96,1
490161,17160.0,2009-12-04 10:57:00,United Kingdom,825.94,653,59
490162,13946.0,2009-12-04 11:07:00,United Kingdom,280.2,206,26
490163,14723.0,2009-12-04 11:22:00,United Kingdom,141.63,115,17
490164,14961.0,2009-12-04 11:32:00,United Kingdom,1058.4,632,41
490166,14735.0,2009-12-04 11:32:00,United Kingdom,371.85,175,12
490167,18061.0,2009-12-04 11:36:00,United Kingdom,312.21,241,8
490171,15581.0,2009-12-04 11:54:00,United Kingdom,29.28,32,5
490202,15078.0,2009-12-04 12:03:00,United Kingdom,410.0,188,20
490209,17389.0,2009-12-04 12:06:00,United Kingdom,908.0400000000001,484,5
490212,16883.0,2009-12-04 12:07:00,United Kingdom,108.95,41,12
490214,13175.0,2009-12-04 12:11:00,United Kingdom,319.15,201,20
490218,17076.0,2009-12-04 12:12:00,United Kingdom,67.67999999999999,48,3
490219,13948.0,2009-12-04 12:14:00,United Kingdom,155.65,63,7
490229,18223.0,2009-12-04 12:20:00,United Kingdom,1185.16,713,34
490247,16192.0,2009-12-04 12:28:00,United Kingdom,351.3,208,11
490258,15999.0,2009-12-04 12:31:00,United Kingdom,20.4,24,1
490266,15109.0,2009-12-04 12:33:00,United Kingdom,231.2,50,8
490272,14680.0,2009-12-04 12:36:00,United Kingdom,519.89,272,56
490277,18092.0,2009-12-04 12:37:00,United Kingdom,1077.6000000000001,600,10
490279,16891.0,2009-12-04 12:37:00,United Kingdom,297.68,154,71
490281,13481.0,2009-12-04 12:37:00,United Kingdom,311.2,148,16
490282,13807.0,2009-12-04 12:41:00,United Kingdom,107.95,43,7
490284,14979.0,2009-12-04 12:54:00,United Kingdom,429.66,209,42
490285,16656.0,2009-12-04 12:59:00,United Kingdom,373.74,210,7
490286,14527.0,2009-12-04 12:59:00,United Kingdom,762.1,147,53
490287,16746.0,2009-12-04 13:00:00,United Kingdom,367.1,218,14
490288,17157.0,2009-12-04 13:00:00,United Kingdom,332.16,112,3
490289,15309.0,2009-12-04 13:01:00,United Kingdom,273.75,143,20
490290,16325.0,2009-12-04 13:21:00,United Kingdom,164.03,85,10
490291,16541.0,2009-12-04 13:22:00,United Kingdom,424.03,173,38
490292,16723.0,2009-12-04 13:23:00,United Kingdom,426.43,150,50
490293,16699.0,2009-12-04 13:31:00,United Kingdom,137.4,130,14
490294,16710.0,2009-12-04 13:41:00,United Kingdom,378.96,298,61
490295,12510.0,2009-12-04 13:47:00,Spain,435.88,504,17
490297,13162.0,2009-12-04 13:59:00,United Kingdom,694.2,328,14
490298,15382.0,2009-12-04 14:13:00,United Kingdom,1523.2,954,40
490299,13680.0,2009-12-04 14:14:00,United Kingdom,618.27,192,43
490300,12970.0,2009-12-04 14:19:00,United Kingdom,237.99,172,70
