customer_id,customer_segment,revenue,orders,quantity,last_purchase
12407.0,Loyal Customers,1708.12,5,1416,2011-10-21 10:11:00
12408.0,Champions,4340.77,8,2229,2011-11-07 12:27:00
12409.0,Loyal Customers,23419.29,7,13143,2011-09-22 10:38:00
12410.0,Potential Loyalists,1013.71,3,341,2011-02-04 10:39:00
12411.0,At Risk,346.9,1,138,2010-10-26 09:25:00
12412.0,Loyal Customers,2596.93,6,1997,2011-09-26 10:16:00
12413.0,Potential Loyalists,999.45,4,319,2011-10-04 09:00:00
12414.0,Potential Loyalists,952.4100000000001,6,495,2011-05-06 14:51:00
12415.0,Champions,144458.37,28,91447,2011-11-15 14:22:00
12416.0,Lost,202.56,1,132,2010-02-21 10:19:00
12417.0,Champions,6797.41,20,2884,2011-12-06 14:52:00
12418.0,Loyal Customers,2021.2,4,1088,2011-08-19 11:08:00
12419.0,At Risk,503.01,2,231,2010-11-19 10:04:00
12420.0,At Risk,600.39,1,345,2011-10-07 08:55:00
12421.0,Loyal Customers,1098.6,6,652,2011-11-24 09:07:00
12422.0,Champions,5231.8,17,2596,2011-09-05 09:48:00
12423.0,Champions,2622.39,10,1793,2011-12-09 10:10:00
12424.0,Loyal Customers,3340.0299999999997,4,2025,2011-06-30 12:06:00
12425.0,Potential Loyalists,1741.41,2,1147,2011-09-22 17:31:00
12426.0,Potential Loyalists,1345.21,2,584,2011-05-29 12:26:00
12427.0,Loyal Customers,825.8000000000001,3,533,2011-11-18 08:56:00
12428.0,Champions,7956.46,9,3536,2011-11-14 08:22:00
12429.0,Champions,6204.41,8,2890,2011-11-30 17:22:00
12430.0,At Risk,256.4,1,117,2011-10-27 15:09:00
12431.0,Champions,10432.220000000001,27,4600,2011-11-04 11:55:00
12432.0,Champions,5059.32,5,1801,2011-10-28 11:43:00
12433.0,Champions,16794.14,10,13534,2011-12-09 10:02:00
12434.0,Potential Loyalists,1103.43,3,532,2011-09-16 12:38:00
12435.0,Loyal Customers,13925.93,6,4958,2011-09-21 09:06:00
12436.0,At Risk,509.01,1,211,2011-09-01 12:09:00
12437.0,Champions,12683.4,39,8000,2011-12-08 11:35:00
12438.0,Loyal Customers,2906.85,2,1180,2011-11-25 13:28:00
12439.0,At Risk,1142.88,2,478,2010-01-26 12:11:00
12440.0,At Risk,859.2,2,331,2010-09-03 13:11:00
12441.0,Lost,173.55,1,121,2010-12-08 10:45:00
12442.0,Potential Loyalists,172.06,1,182,2011-12-06 14:22:00
12443.0,Lost,485.31,1,182,2009-12-07 15:42:00
12444.0,Champions,5005.46,5,1153,2011-11-18 13:23:00
12445.0,Potential Loyalists,434.98,2,206,2011-11-17 18:43:00
12446.0,Potential Loyalists,1002.3100000000001,1,351,2011-10-13 12:50:00
12447.0,At Risk,476.49,1,190,2011-04-10 13:25:00
12448.0,Potential Loyalists,449.45,1,243,2011-10-26 13:46:00
12449.0,Champions,4835.89,6,2282,2011-11-17 13:46:00
12450.0,Loyal Customers,688.2,5,442,2011-07-06 14:41:00
12451.0,Champions,12669.88,8,9359,2011-11-29 08:40:00
12452.0,Potential Loyalists,430.57000000000005,2,185,2011-11-23 10:28:00
12453.0,Potential Loyalists,707.09,1,473,2011-07-28 14:08:00
12454.0,Champions,16679.78,5,7703,2011-10-14 17:13:00
12455.0,Champions,5879.95,10,3302,2011-09-27 15:31:00
12456.0,Loyal Customers,3181.04,3,1633,2011-10-26 14:41:00
12457.0,Loyal Customers,2995.91,8,1094,2011-10-04 13:13:00
12458.0,Loyal Customers,1777.49,4,986,2011-09-29 15:25:00
12459.0,Lost,454.36,1,258,2010-04-13 14:53:00
12460.0,Lost,326.65,1,170,2010-09-09 13:51:00
12461.0,Potential Loyalists,826.88,2,287,2011-09-06 16:57:00
12462.0,Loyal Customers,1189.59,2,536,2011-11-21 09:11:00
12463.0,Loyal Customers,1344.78,4,776,2011-10-17 13:44:00
12464.0,Loyal Customers,1212.05,8,112,2011-11-29 13:33:00
12465.0,Loyal Customers,742.19,2,479,2011-11-22 16:34:00
12466.0,Lost,56.73,1,1,2010-01-26 16:26:00
12467.0,Lost,132.8,1,129,2010-10-12 15:41:00
12468.0,Loyal Customers,3670.7400000000002,5,2201,2011-06-05 11:36:00
12469.0,Potential Loyalists,3070.54,2,2552,2010-07-05 12:40:00
12470.0,Lost,211.95,1,95,2010-01-19 11:01:00
12471.0,Champions,39918.19,79,16858,2011-12-07 15:43:00
12472.0,Champions,16249.29,19,10378,2011-11-07 14:01:00
12473.0,Champions,3928.05,5,2414,2011-11-10 13:46:00
12474.0,Champions,12372.75,31,7940,2011-11-22 14:39:00
12475.0,Potential Loyalists,1149.64,2,771,2011-10-17 10:10:00
12476.0,Champions,14083.91,23,5631,2011-11-24 12:40:00
12477.0,Champions,20276.37,9,6119,2011-11-17 09:51:00
12478.0,Potential Loyalists,680.99,1,236,2011-12-06 09:56:00
12479.0,Potential Loyalists,527.2,1,385,2011-11-28 13:26:00
12480.0,Champions,5464.85,7,2952,2011-11-11 14:52:00
12481.0,Champions,12185.51,15,7158,2011-11-17 08:29:00
12482.0,Loyal Customers,23691.4,29,27042,2010-05-12 16:51:00
12483.0,Champions,5097.18,19,2160,2011-11-22 17:02:00
12484.0,Champions,6354.1,12,3266,2011-11-07 11:37:00
12485.0,At Risk,708.1,1,414,2010-06-28 15:22:00
12486.0,At Risk,1037.28,1,523,2010-10-04 12:14:00
12487.0,Lost,285.3,1,174,2009-12-09 11:36:00
12488.0,Loyal Customers,1298.66,3,529,2011-11-30 08:50:00
12489.0,At Risk,334.93,1,105,2011-01-07 13:13:00
12490.0,Champions,9823.64,21,5906,2011-12-04 16:07:00
12491.0,Potential Loyalists,460.40000000000003,1,260,2011-11-01 12:18:00
12492.0,Potential Loyalists,715.21,3,444,2011-10-07 15:15:00
12493.0,Potential Loyalists,433.74,2,207,2011-06-27 10:17:00
12494.0,Champions,1815.27,9,979,2011-11-24 09:34:00
12495.0,Lost,357.4,1,130,2010-03-09 10:53:00
12496.0,Lost,45.34,2,30,2010-03-29 14:06:00
12497.0,Loyal Customers,6248.5,3,5685,2011-09-19 12:29:00
12498.0,Potential Loyalists,403.70000000000005,3,159,2011-11-18 12:53:00
12499.0,Lost,393.72,1,302,2010-05-28 15:12:00
12500.0,Champions,5955.21,19,3377,2011-11-16 16:20:00
12501.0,Potential Loyalists,2169.39,1,1783,2011-01-07 12:28:00
12502.0,Loyal Customers,3723.87,5,820,2011-09-05 11:52:00
12503.0,At Risk,1126.0,1,561,2010-05-04 13:59:00
12504.0,Loyal Customers,779.05,4,458,2011-11-21 16:02:00
12505.0,At Risk,955.2,1,324,2010-10-27 09:18:00
12506.0,Lost,73.5,1,23,2011-04-21 08:54:00
12507.0,Loyal Customers,1844.06,4,1256,2011-07-28 17:09:00
12508.0,Potential Loyalists,397.88,2,271,2011-11-13 15:37:00
12509.0,Lost,176.5,1,55,2011-02-28 14:45:00
12510.0,Champions,5178.02,9,2049,2011-07-20 10:15:00
12511.0,Potential Loyalists,3084.02,1,1753,2010-10-07 10:39:00
12512.0,At Risk,132.18,2,96,2011-10-04 14:55:00
12513.0,Potential Loyalists,612.29,1,462,2011-08-19 10:51:00
12514.0,Potential Loyalists,1597.76,2,840,2011-03-17 16:38:00
12515.0,At Risk,383.7,1,131,2010-12-21 15:43:00
12516.0,Loyal Customers,2648.62,4,1952,2011-09-23 09:13:00
12517.0,Loyal Customers,2481.6,5,1361,2011-11-11 14:04:00
12518.0,Champions,2056.89,5,1318,2011-12-09 10:13:00
12519.0,Potential Loyalists,716.54,2,387,2011-10-07 09:26:00
12520.0,Loyal Customers,2634.26,5,1439,2011-09-21 15:23:00
12521.0,At Risk,599.68,1,309,2011-07-20 10:51:00
12522.0,Potential Loyalists,192.72,2,194,2011-10-31 15:30:00
12523.0,Champions,4352.35,23,2263,2011-11-20 12:55:00
12524.0,Champions,11126.11,17,7178,2011-11-30 15:31:00
12525.0,Potential Loyalists,973.73,3,509,2010-07-29 16:08:00
12526.0,Loyal Customers,1316.66,3,632,2011-12-09 12:09:00
12527.0,Loyal Customers,735.51,5,526,2011-09-19 11:55:00
12528.0,Champions,1933.48,6,756,2011-11-30 14:40:00
12529.0,Lost,316.48,1,192,2010-06-29 13:10:00
12530.0,Champions,3759.26,9,2713,2011-10-11 12:34:00
12531.0,Loyal Customers,1933.2,2,1119,2011-11-25 11:12:00
12532.0,Potential Loyalists,349.83000000000004,1,153,2011-11-09 13:47:00
12533.0,Potential Loyalists,1367.89,2,704,2010-03-22 10:56:00
12534.0,Potential Loyalists,1089.18,1,651,2011-08-01 10:26:00
12535.0,Potential Loyalists,716.35,2,219,2011-09-09 08:48:00
12536.0,Loyal Customers,12601.830000000002,3,2803,2011-10-27 14:20:00
12537.0,At Risk,732.94,1,449,2010-10-27 08:36:00
12538.0,Potential Loyalists,640.45,2,336,2011-11-10 17:16:00
12539.0,Champions,11214.75,7,4535,2011-11-17 13:30:00
12540.0,Champions,22254.49,33,11019,2011-11-20 11:31:00
12541.0,Loyal Customers,981.18,3,680,2011-11-10 10:40:00
12542.0,At Risk,481.88,2,522,2010-08-12 19:12:00
12543.0,At Risk,980.25,1,688,2010-09-17 15:51:00
12544.0,Potential Loyalists,372.7,1,136,2011-11-03 16:15:00
12545.0,Potential Loyalists,1000.39,2,523,2011-09-25 13:39:00
12546.0,Potential Loyalists,1161.5,2,633,2011-10-24 12:09:00
12547.0,Potential Loyalists,383.58,3,309,2011-05-26 12:38:00
12548.0,At Risk,95.19999999999999,1,49,2011-06-26 15:35:00
12549.0,Potential Loyalists,1575.68,6,1366,2010-05-13 12:05:00
12550.0,Potential Loyalists,964.83,1,569,2011-09-21 14:35:00
12551.0,Lost,168.0,1,100,2010-12-17 11:23:00
12552.0,Potential Loyalists,437.82,2,88,2011-11-01 10:02:00
12553.0,Champions,4608.75,12,2325,2011-12-01 16:38:00
12554.0,Lost,468.5,1,240,2010-09-17 12:29:00
12555.0,Lost,129.23,1,1,2010-01-26 16:26:00
12556.0,Potential Loyalists,599.56,2,355,2011-10-20 13:06:00
12557.0,Champions,18096.14,8,6382,2011-11-23 16:59:00
12558.0,Potential Loyalists,269.96,1,196,2011-12-02 10:41:00
12559.0,At Risk,561.71,2,283,2011-02-02 09:49:00
12560.0,Loyal Customers,2134.01,3,1110,2011-12-04 13:54:00
12561.0,Lost,238.85,1,177,2011-02-10 11:39:00
12562.0,Champions,4966.92,9,2327,2011-12-01 17:20:00
12563.0,Lost,249.24,1,113,2010-10-27 09:52:00
12564.0,At Risk,456.90000000000003,1,133,2011-03-23 14:55:00
12565.0,Lost,145.92000000000002,1,80,2011-02-24 10:34:00
12566.0,At Risk,351.65,1,265,2011-09-14 14:30:00
12567.0,Champions,11767.48,15,5308,2011-11-17 11:02:00
12568.0,Lost,70.0,1,48,2010-03-05 09:15:00
12569.0,Champions,4124.6900000000005,32,1801,2011-12-07 16:24:00
12570.0,Lost,77.52,1,1,2010-01-26 17:28:00
12571.0,Potential Loyalists,519.61,2,523,2011-10-31 10:19:00
12572.0,Loyal Customers,1020.4200000000001,2,452,2011-12-01 09:20:00
12573.0,Potential Loyalists,717.41,5,479,2011-04-26 15:52:00
12574.0,Lost,218.45000000000002,1,61,2011-01-28 09:20:00
12575.0,At Risk,622.82,2,315,2010-09-08 13:09:00
12576.0,Loyal Customers,2142.7200000000003,8,1494,2011-11-04 10:11:00
12577.0,Loyal Customers,1617.1,8,1191,2011-11-04 13:24:00
12578.0,Loyal Customers,4642.45,4,2380,2011-11-18 13:30:00
12579.0,At Risk,440.42,1,285,2011-09-22 17:15:00
12580.0,Potential Loyalists,1052.9,2,569,2011-04-07 10:24:00
12581.0,At Risk,197.71,1,161,2011-10-31 08:56:00
12582.0,Potential Loyalists,1980.4,4,985,2011-04-15 08:45:00
12583.0,Champions,13591.58,27,8535,2011-12-07 08:07:00
12584.0,Champions,2338.15,9,416,2011-12-06 09:35:00
12585.0,Potential Loyalists,2040.1,2,1279,2011-04-19 13:39:00
12586.0,Loyal Customers,2062.67,4,687,2011-11-22 16:24:00
12587.0,Potential Loyalists,144.0,1,51,2011-12-02 12:47:00
12588.0,Loyal Customers,958.78,4,438,2011-10-31 15:01:00
12589.0,Champions,4695.66,8,1764,2011-11-11 10:19:00
12590.0,Potential Loyalists,9864.26,2,4283,2011-05-12 14:52:00
12591.0,Potential Loyalists,1338.95,3,653,2011-01-26 14:35:00
12592.0,Loyal Customers,2582.66,5,1875,2011-09-08 15:04:00
12593.0,Potential Loyalists,418.1,3,206,2011-08-23 12:43:00
12594.0,Champions,5090.110000000001,15,2768,2011-11-02 12:20:00
12595.0,Lost,299.02,1,271,2010-07-23 09:10:00
12596.0,Potential Loyalists,618.27,2,474,2011-10-19 13:02:00
12597.0,Champions,3811.22,4,2236,2011-11-20 13:33:00
12598.0,Champions,4534.09,11,2906,2011-11-30 12:18:00
12599.0,Champions,2296.72,13,2189,2011-11-10 13:34:00
12600.0,Champions,4967.42,21,1383,2011-11-11 10:29:00
12601.0,Potential Loyalists,681.26,6,290,2011-06-03 10:17:00
12602.0,At Risk,153.12,1,162,2011-10-12 11:22:00
12603.0,Potential Loyalists,739.1999999999999,1,63,2011-11-18 10:42:00
12604.0,At Risk,254.18,2,201,2011-09-21 14:08:00
12605.0,Potential Loyalists,1232.95,4,929,2010-11-28 14:18:00
12606.0,Lost,21.0,1,1,2010-01-26 16:23:00
12607.0,Potential Loyalists,1579.51,1,1228,2011-10-10 16:06:00
12608.0,At Risk,415.79,1,323,2010-10-31 10:49:00
12609.0,Champions,3435.86,9,1553,2011-09-22 16:34:00
12610.0,Loyal Customers,2099.54,5,1049,2011-11-17 09:34:00
12611.0,Potential Loyalists,1193.32,1,846,2011-10-18 13:12:00
12612.0,Potential Loyalists,704.04,1,262,2011-09-26 15:35:00
12613.0,Champions,6817.37,10,4157,2011-10-13 14:59:00
12614.0,At Risk,315.6,1,76,2011-03-07 10:22:00
12615.0,Champions,5740.9800000000005,8,3317,2011-12-07 15:02:00
12616.0,Potential Loyalists,1131.1,3,498,2011-09-05 15:17:00
12617.0,Potential Loyalists,352.98,1,210,2011-11-10 14:39:00
12618.0,At Risk,177.31,1,96,2011-11-18 11:10:00
12619.0,Champions,3781.38,10,3518,2011-11-23 14:52:00
12620.0,Loyal Customers,1339.41,3,1181,2011-11-25 10:20:00
12621.0,Champions,24311.2,35,13706,2011-12-08 11:25:00
12622.0,Lost,180.1,1,69,2011-04-21 16:39:00
12623.0,Loyal Customers,3747.84,7,1971,2011-03-08 13:50:00
12624.0,Potential Loyalists,641.13,2,355,2011-08-25 15:04:00
12625.0,Loyal Customers,5164.88,4,3309,2011-05-12 09:54:00
12626.0,Champions,6620.4800000000005,9,3453,2011-11-16 16:06:00
12627.0,Champions,4478.53,7,2752,2011-11-29 12:07:00
12628.0,Loyal Customers,786.46,3,448,2011-12-05 13:15:00
12629.0,Potential Loyalists,1558.22,2,722,2010-11-19 09:18:00
12630.0,Loyal Customers,1270.88,2,548,2011-11-30 10:48:00
12631.0,Champions,3481.57,6,1607,2011-10-13 13:53:00
12632.0,At Risk,804.88,2,694,2010-07-07 09:39:00
12633.0,Champions,5678.16,7,3238,2011-10-12 11:40:00
12634.0,At Risk,490.0,2,337,2010-06-22 10:05:00
12635.0,Loyal Customers,2930.41,4,1949,2011-09-11 11:04:00
12636.0,Lost,141.0,1,1,2009-12-01 09:55:00
12637.0,Champions,8283.81,12,4257,2011-10-03 13:46:00
12638.0,Potential Loyalists,921.49,2,663,2011-11-06 13:11:00
12639.0,Potential Loyalists,1312.3700000000001,3,631,2011-04-15 12:48:00
12640.0,Loyal Customers,1174.58,3,311,2011-11-16 11:52:00
12641.0,At Risk,185.9,1,72,2011-08-16 13:26:00
12642.0,Loyal Customers,1013.26,3,552,2011-11-14 15:03:00
12643.0,Champions,8304.82,12,4665,2011-08-03 12:56:00
12644.0,Loyal Customers,1918.49,4,1032,2011-08-02 10:33:00
12645.0,Champions,3539.3,8,2125,2011-11-06 12:38:00
12646.0,Loyal Customers,1346.97,2,897,2011-12-05 10:14:00
12647.0,Champions,16955.55,36,6633,2011-11-17 12:56:00
12648.0,Potential Loyalists,1112.0,4,518,2011-07-08 11:55:00
12649.0,Loyal Customers,2294.65,8,1959,2011-08-24 14:41:00
12650.0,Potential Loyalists,314.44,1,254,2011-12-06 16:34:00
12651.0,Potential Loyalists,377.75,4,265,2011-01-09 12:46:00
12652.0,Potential Loyalists,1017.0300000000001,2,536,2011-01-12 15:00:00
12653.0,Loyal Customers,4160.83,3,1681,2011-07-14 10:41:00
12654.0,Loyal Customers,601.98,5,264,2011-11-29 10:10:00
12655.0,Lost,261.35,1,80,2010-10-12 09:17:00
12656.0,Champions,6407.83,8,2860,2011-11-22 13:42:00
12657.0,Loyal Customers,1643.18,4,1044,2011-11-28 15:47:00
12658.0,Potential Loyalists,686.05,1,320,2011-11-21 10:22:00
12659.0,At Risk,91.68,1,105,2011-11-10 11:53:00
12660.0,Potential Loyalists,245.10000000000002,1,127,2011-11-28 13:26:00
12661.0,Lost,162.0,1,216,2010-09-29 16:46:00
12662.0,Champions,6726.54,20,3424,2011-12-09 11:59:00
12663.0,Lost,239.4,2,181,2010-03-25 09:40:00
12664.0,Champions,6070.04,11,1495,2011-12-01 17:07:00
12665.0,Potential Loyalists,313.6,3,165,2011-01-19 08:34:00
12666.0,Potential Loyalists,1248.42,1,370,2010-11-10 16:40:00
12667.0,Potential Loyalists,620.13,1,395,2011-10-12 17:00:00
12668.0,Champions,11383.03,10,5049,2011-11-28 10:56:00
12669.0,Loyal Customers,2744.0299999999997,3,1115,2011-07-12 09:54:00
12670.0,Champions,3760.29,7,1627,2011-11-29 15:23:00
12671.0,At Risk,2622.481,1,1460,2010-04-12 16:30:00
12672.0,At Risk,437.05,2,138,2011-01-14 09:20:00
12673.0,Loyal Customers,1230.02,3,700,2011-12-04 13:55:00
12674.0,Loyal Customers,1970.6,4,1133,2011-11-01 12:12:00
12675.0,At Risk,957.25,2,336,2010-06-04 09:49:00
12676.0,Champions,2843.09,11,1867,2011-11-15 12:25:00
12677.0,At Risk,395.1,2,176,2010-06-02 14:30:00
12678.0,Champions,34281.18,21,22372,2011-10-28 13:04:00
12679.0,Loyal Customers,1113.02,4,554,2011-10-12 12:30:00
12680.0,Loyal Customers,880.81,4,444,2011-12-09 12:50:00
12681.0,Champions,29834.760000000002,45,17011,2011-11-25 11:33:00
12682.0,Champions,22950.22,52,10522,2011-12-06 10:00:00
12683.0,Champions,11633.7,21,7019,2011-12-05 16:31:00
12684.0,Champions,2283.63,7,1985,2011-12-02 09:53:00
12685.0,Loyal Customers,2863.08,6,1523,2011-11-11 13:46:00
12686.0,Lost,89.14,1,107,2010-12-03 09:51:00
12687.0,Potential Loyalists,2138.91,2,1403,2010-08-16 12:12:00
12688.0,Potential Loyalists,4873.81,1,3028,2011-08-18 08:49:00
12689.0,Loyal Customers,1247.6100000000001,2,628,2011-11-14 08:31:00
12690.0,At Risk,389.01,1,106,2011-05-18 09:09:00
12691.0,Loyal Customers,1170.4,7,445,2011-11-11 16:49:00
12692.0,Lost,110.95,1,36,2010-03-12 14:02:00
12693.0,Loyal Customers,1703.02,7,536,2011-08-04 17:51:00
12694.0,Loyal Customers,1843.35,3,1355,2011-09-30 13:06:00
12695.0,Champions,1407.1200000000001,7,454,2011-12-02 13:22:00
12696.0,At Risk,851.91,2,564,2010-10-01 10:43:00
12697.0,Loyal Customers,957.59,3,508,2011-11-11 08:47:00
12698.0,Lost,339.75,1,111,2010-04-28 15:51:00
12699.0,At Risk,638.11,1,373,2010-10-18 12:07:00
12700.0,Champions,4939.99,4,2967,2011-12-02 10:47:00
12701.0,Loyal Customers,2446.41,6,1727,2011-09-21 10:47:00
12702.0,At Risk,219.0,1,53,2011-11-20 10:36:00
12703.0,Potential Loyalists,1006.53,4,595,2011-09-29 17:52:00
12704.0,Champions,2340.84,8,1006,2011-12-02 13:15:00
12705.0,Champions,11762.1,14,7188,2011-11-24 13:17:00
12707.0,At Risk,603.42,1,256,2011-02-21 08:38:00
12708.0,Champions,5117.66,18,2432,2011-11-10 09:52:00
12709.0,Champions,30291.76,34,13772,2011-11-24 15:38:00
12710.0,Potential Loyalists,1149.02,3,851,2011-09-04 12:00:00
12711.0,Potential Loyalists,1339.05,2,770,2010-04-07 11:59:00
12712.0,Champions,6723.03,21,2205,2011-11-11 08:19:00
12713.0,Potential Loyalists,848.55,1,508,2011-12-09 12:16:00
12714.0,Champions,14093.710000000001,12,8774,2011-11-30 15:43:00
12715.0,At Risk,343.36,1,192,2011-08-25 15:22:00
12716.0,Loyal Customers,1053.49,2,708,2011-12-06 08:55:00
12717.0,Loyal Customers,1308.91,3,600,2011-07-11 14:47:00
12718.0,At Risk,238.25,1,203,2011-09-29 16:38:00
12719.0,Loyal Customers,644.95,2,374,2011-12-04 13:45:00
12720.0,Champions,7787.28,30,6018,2011-12-07 08:03:00
12721.0,Champions,4013.08,8,2655,2011-11-08 12:13:00
12722.0,Potential Loyalists,997.63,4,566,2011-09-15 14:50:00
12723.0,Loyal Customers,725.07,5,434,2011-12-06 10:19:00
12724.0,Champions,2317.52,7,1379,2011-12-04 16:02:00
12725.0,Potential Loyalists,2266.76,4,1142,2010-12-03 15:45:00
12726.0,Champions,4014.6,11,4618,2011-11-11 13:35:00
12727.0,Champions,5679.53,10,2832,2011-11-29 11:46:00
12728.0,Loyal Customers,1070.17,5,543,2011-09-29 15:31:00
12729.0,At Risk,453.01,1,233,2011-08-18 11:40:00
12730.0,At Risk,829.25,1,234,2010-07-06 12:19:00
12731.0,Champions,25775.71,17,11641,2011-11-16 11:59:00
12732.0,At Risk,236.26000000000002,1,111,2011-06-13 11:33:00
12733.0,Potential Loyalists,2424.87,4,896,2011-04-19 16:19:00
12734.0,Potential Loyalists,639.65,3,265,2010-12-22 12:47:00
12735.0,Potential Loyalists,779.5699999999999,2,368,2011-01-28 13:37:00
12736.0,Lost,234.0,1,173,2011-01-11 07:57:00
12737.0,Potential Loyalists,3710.5,2,2,2010-07-29 12:29:00
12738.0,Lost,155.35,1,148,2010-12-02 18:27:00
12739.0,Loyal Customers,2726.73,4,951,2011-09-22 13:00:00
12740.0,At Risk,427.6,1,342,2011-10-07 10:44:00
12741.0,At Risk,406.07,2,214,2010-06-28 14:36:00
12742.0,At Risk,1201.52,1,1359,2010-03-24 12:43:00
12743.0,Potential Loyalists,540.13,2,315,2011-07-28 16:21:00
12744.0,Champions,25317.06,11,6994,2011-10-19 11:18:00
12745.0,Potential Loyalists,925.41,3,468,2010-08-10 10:14:00
12746.0,Lost,254.55,1,97,2010-06-17 10:41:00
12747.0,Champions,8898.48,26,2640,2011-12-07 14:34:00
12748.0,Champions,53539.64,336,37109,2011-12-09 12:20:00
12749.0,Champions,6897.36,9,2360,2011-12-06 09:56:00
12750.0,At Risk,275.88,1,137,2011-08-03 09:13:00
12751.0,Lost,268.27,1,189,2010-09-21 12:49:00
12752.0,Potential Loyalists,4366.78,1,2262,2011-09-19 13:32:00
12753.0,Champions,21429.39,6,11421,2011-11-17 10:52:00
12754.0,Loyal Customers,3010.74,3,6481,2011-04-18 09:00:00
12755.0,Loyal Customers,5236.26,11,2293,2011-03-04 12:42:00
12756.0,At Risk,112.08,1,144,2011-09-14 09:31:00
12757.0,Champions,7834.650000000001,13,2395,2011-11-24 12:30:00
12758.0,Loyal Customers,9903.24,7,6155,2011-08-15 10:22:00
12759.0,Champions,5020.74,8,3202,2011-10-18 14:49:00
12760.0,Lost,347.8,1,198,2010-09-10 08:50:00
